1, -49.92
2, -49.92
3, -49.92
4, -49.92
5, -49.92
6, -49.92
7, -49.92
8, -49.92
9, -49.92
10, -49.92
11, -49.92
12, -49.92
13, -49.92
14, -49.92
15, -49.92
16, -49.92
17, -49.92
18, -49.92
19, -49.92
20, -49.92
21, -49.92
22, -49.92
23, -49.92
24, -49.92
25, -49.92
26, -49.92
27, -49.92
28, -49.92
29, -49.92
30, -49.92
31, -49.92
32, -49.92
33, -49.92
34, -40.16
35, -49.92
36, -49.92
37, -49.92
38, -49.92
39, -49.92
40, -49.92
41, -49.92
42, -40.16
43, -49.92
44, -49.92
45, -49.92
46, -49.92
47, -49.92
48, -49.92
49, -49.92
50, -49.92
51, -49.92
52, -49.92
