0,138,135,139,188,185,189,128,125,129,113,31565
1,274,133,137,186,183,187,126,123,127,111,31565
2,413,136,140,189,186,190,129,126,130,114,31565
3,554,138,142,191,188,192,131,128,132,116,31565
4,704,147,151,200,197,201,140,137,141,125,31565
5,856,149,153,202,199,203,142,139,143,127,31565
6,981,122,126,175,172,176,115,112,116,100,31565
7,1106,122,126,175,172,176,115,112,116,100,31565
8,1244,135,139,188,185,189,128,125,129,113,31565
9,1374,127,131,180,177,181,120,117,121,105,31565
