0, 23.24
1, 23.24
2, 23.73
3, 23.24
4, 23.24
5, 23.24
6, 23.24
7, 23.24
8, 22.75
9, 23.24
10, 23.24
11, 23.24
12, 22.75
13, 23.73
14, 22.75
15, 22.75
16, 23.24
17, 23.24
18, 22.75
19, 22.75
20, 23.24
21, 23.24
22, 23.24
23, 22.75
24, 23.24
25, 22.75
26, 22.75
27, 22.75
28, 22.75
29, 23.24
30, 22.27
31, 22.75
32, 23.24
33, 22.75
34, 22.75
35, 22.75
36, 22.27
37, 22.27
38, 22.27
39, 22.75
40, 22.75
41, 22.75
42, 23.24
43, 23.73
44, 23.73
45, 23.73
46, 24.22
47, 24.22
48, 24.71
49, 24.71
50, 25.20
51, 25.20
52, 25.20
53, 25.20
54, 25.20
55, 25.68
56, 25.68
57, 25.68
58, 26.17
59, 25.68
60, 26.17
61, 26.66
62, 26.66
63, 26.66
64, 26.66
65, 26.66
66, 26.66
67, 26.66
68, 27.15
69, 27.15
70, 26.66
71, 27.15
72, 27.15
73, 27.15
74, 27.64
75, 27.64
76, 27.15
77, 27.15
78, 27.64
79, 27.64
80, 27.64
81, 27.64
82, 27.64
83, 27.64
84, 27.64
85, 27.64
86, 27.64
87, 28.13
88, 28.13
89, 27.64
90, 27.64
91, 27.64
92, 26.66
93, 27.64
94, 27.64
95, 27.15
96, 27.15
97, 27.15
98, 26.17
99, 26.66
100, 26.66
101, 27.64
102, 27.64
103, 27.64
104, 26.66
105, 27.15
106, 27.15
107, 27.15
108, 26.66
109, 26.17
110, 26.17
111, 27.15
112, 25.68
113, 27.15
114, 26.66
115, 26.17
116, 26.66
117, 27.15
118, 26.17
119, 26.17
120, 26.17
121, 26.17
122, 26.17
123, 26.17
124, 25.68
125, 25.68
126, 25.68
127, 25.68
128, 26.17
129, 26.17
130, 25.68
131, 25.68
132, 26.17
133, 26.17
134, 25.68
135, 25.68
136, 25.68
137, 25.68
138, 26.17
139, 25.68
140, 25.68
141, 25.20
142, 25.68
143, 26.17
144, 25.20
145, 25.68
146, 25.20
147, 25.20
148, 25.68
149, 25.20
150, 25.68
151, 25.20
152, 25.20
153, 25.68
154, 25.20
155, 25.20
156, 24.71
157, 25.20
158, 24.22
159, 25.20
160, 25.20
161, 24.71
162, 24.71
163, 24.71
164, 25.20
165, 24.71
166, 24.71
167, 25.20
168, 24.71
169, 24.71
170, 25.20
171, 24.71
172, 24.71
173, 24.22
174, 24.71
175, 24.71
176, 24.71
177, 24.22
178, 24.71
179, 24.71
180, 24.71
181, 24.71
182, 24.71
183, 24.22
184, 24.22
185, 24.71
186, 24.22
187, 24.22
188, 24.22
189, 24.22
190, 24.22
191, 23.73
192, 23.73
193, 24.22
194, 23.73
195, 24.22
196, 23.73
197, 23.73
198, 23.73
199, 23.73
200, 24.22
201, 24.22
202, 24.22
203, 23.73
204, 24.22
205, 24.22
206, 24.22
207, 23.73
208, 24.22
209, 23.73
210, 24.22
211, 24.22
212, 24.22
213, 24.22
214, 23.73
215, 24.22
216, 23.73
217, 23.73
218, 23.73
219, 23.73
220, 23.73
221, 23.73
222, 23.73
223, 23.73
224, 24.22
225, 23.73
226, 23.73
227, 23.73
228, 23.73
229, 23.24
230, 23.73
231, 23.73
232, 23.24
233, 23.73
234, 23.73
235, 23.24
236, 23.73
237, 23.24
238, 23.24
239, 23.73
240, 22.75
241, 23.24
242, 23.24
243, 23.24
244, 23.73
245, 23.24
246, 23.24
247, 23.73
248, 23.73
249, 23.24
250, 23.24
251, 23.73
252, 23.24
253, 23.24
254, 23.24
255, 23.24
256, 23.73
257, 23.73
258, 23.73
259, 23.73
260, 23.73
261, 23.73
262, 23.24
263, 23.73
264, 23.24
265, 23.24
266, 23.24
267, 23.73
268, 23.24
269, 23.73
270, 23.73
271, 23.24
272, 23.73
273, 23.73
274, 23.24
275, 22.75
276, 23.24
277, 23.24
278, 23.24
279, 23.73
280, 23.24
281, 23.24
282, 23.24
283, 23.24
284, 23.24
285, 23.24
286, 23.24
287, 22.75
288, 23.24
289, 23.24
290, 23.24
291, 23.73
292, 23.24
293, 22.75
294, 23.24
295, 23.24
296, 22.75
297, 22.75
298, 23.24
299, 23.24
300, 22.75
301, 23.24
302, 23.24
303, 22.75
304, 23.24
305, 22.75
306, 23.24
307, 23.24
308, 23.24
309, 23.24
310, 23.24
311, 23.24
312, 22.75
313, 23.24
314, 23.24
315, 23.24
316, 22.75
317, 22.75
318, 23.24
319, 23.24
320, 22.75
321, 23.24
322, 22.27
323, 22.75
324, 22.75
325, 22.75
326, 23.24
327, 22.75
328, 23.24
329, 22.75
330, 23.24
331, 22.27
332, 23.24
333, 22.75
334, 22.75
335, 22.75
336, 23.24
337, 22.75
338, 22.75
339, 23.24
340, 22.75
341, 22.75
342, 22.75
343, 23.24
344, 23.24
345, 22.75
346, 22.75
347, 22.75
348, 22.75
349, 22.75
350, 22.75
351, 22.75
352, 22.75
353, 22.75
354, 22.75
355, 22.75
356, 22.75
357, 22.75
